feature_id,symb,num,length
ENSG00000288047,ENSG00000288047.3,3,2786
ENSG00000286992,ENSG00000286992.3,3,2581
ENSG00000254863,LINC02744,2,1615
ENSG00000255216,ENSG00000255216.2,2,4767
ENSG00000286731,ENSG00000286731.1,1,1373
ENSG00000137699,TRIM29,17,10040
ENSG00000176984,ENSG00000176984.6,6,2081
ENSG00000184232,OAF,9,2913
ENSG00000137709,POU2F3,10,6700
ENSG00000259541,ENSG00000259541.5,5,2600
ENSG00000181264,TLCD5,9,4305
ENSG00000196914,ARHGEF12,9,24906
ENSG00000274303,7SK_ENSG00000274303,1,298
ENSG00000149403,GRIK4,13,7474
ENSG00000255006,ELOCP22,1,334
ENSG00000250493,ENSG00000250493.2,2,6314
ENSG00000254735,HMGB1P42,1,553
ENSG00000154114,TBCEL,13,7021
ENSG00000285509,TBCEL-TECTA,1,2888
ENSG00000109927,TECTA,11,8310
ENSG00000254515,TRPC6P5,1,385
ENSG00000244400,RPS4XP12,2,709
ENSG00000109929,SC5D,10,10054
ENSG00000232460,BMPR1AP2,4,1012
ENSG00000289391,ENSG00000289391.2,2,306
ENSG00000271022,ENSG00000271022.1,1,772
ENSG00000246790,SORL1-AS1,2,2908
ENSG00000137642,SORL1,13,19408
ENSG00000286044,ENSG00000286044.1,1,5000
ENSG00000286023,ENSG00000286023.1,1,591
ENSG00000252556,RNU6-256P,1,97
ENSG00000286497,ENSG00000286497.1,1,1349
ENSG00000255248,MIR100HG,11,30177
ENSG00000207971,MIR125B1,1,88
ENSG00000259571,BLID,2,876
ENSG00000198975,MIRLET7A2,2,72
ENSG00000207994,MIR100,1,80
ENSG00000255015,ENSG00000255015.1,1,507
ENSG00000255219,ENSG00000255219.1,1,571
ENSG00000252776,RNU4ATAC10P,1,122
ENSG00000253035,RNU4ATAC5P,1,126
ENSG00000223265,RNU6-592P,1,103
ENSG00000254572,GLULP3,2,1043
ENSG00000254935,ENSG00000254935.1,1,424
ENSG00000154127,UBASH3B,10,8964
ENSG00000286341,ENSG00000286341.1,1,2043
ENSG00000239079,ENSG00000239079.1,1,104
ENSG00000285909,ENSG00000285909.1,1,1718
ENSG00000109943,CRTAM,9,2679
ENSG00000109944,JHY,11,8589
ENSG00000199709,RNU4-23P,1,140
ENSG00000254944,ATP5PBP5,1,760
ENSG00000188909,BSX,5,944
ENSG00000213184,ENSG00000213184.3,3,1024
ENSG00000243669,RPL34P23,2,358
ENSG00000244641,RPS26P43,2,299
ENSG00000233541,RPL31P47,4,241
ENSG00000109971,HSPA8,14,4849
ENSG00000200879,SNORD14E,1,85
ENSG00000207118,SNORD14D,1,87
ENSG00000202252,SNORD14C,1,88
ENSG00000288061,ENSG00000288061.3,3,1324
ENSG00000166250,CLMP,12,5057
ENSG00000255342,ENSG00000255342.1,1,454
ENSG00000254710,ENSG00000254710.2,2,926
ENSG00000200496,U8_ENSG00000200496,1,134
ENSG00000254823,LINC02727,2,1684
ENSG00000254407,PHB1P17,1,541
ENSG00000023171,GRAMD1B,20,14932
ENSG00000265357,MIR4493,1,73
ENSG00000254449,SF3A3P2,1,1507
ENSG00000166257,SCN3B,10,10020
ENSG00000254467,ENSG00000254467.2,2,2254
ENSG00000166261,ZNF202,11,5071
ENSG00000290080,ENSG00000290080.1,1,121
ENSG00000221931,OR6X1,3,939
ENSG00000200197,RNU1-21P,1,163
ENSG00000196099,OR6M1,5,942
ENSG00000290781,ENSG00000290781.1,1,2063
ENSG00000254613,OR6M2P,3,871
ENSG00000254430,OR6M3P,1,700
ENSG00000204300,TMEM225,7,1141
ENSG00000181518,OR8D4,4,3175
ENSG00000171014,OR4D5,3,957
ENSG00000181499,OR6T1,3,972
ENSG00000196248,OR10S1,6,1121
ENSG00000198674,OR10G6,3,999
ENSG00000226461,OR10G5P,3,358
ENSG00000254737,OR10G4,3,3623
ENSG00000236981,OR10G9,1,936
ENSG00000234560,OR10G8,5,1115
ENSG00000182634,OR10G7,9,3449
ENSG00000213182,OR10D5P,4,915
ENSG00000186268,OR10D4P,4,941
ENSG00000290668,ENSG00000290668.1,1,1479
ENSG00000213181,OR10N1P,4,869
ENSG00000110002,VWA5A,16,6361
ENSG00000196403,OR10D1P,4,936
ENSG00000197309,OR10D3,5,3648
ENSG00000239426,OR8F1P,4,930
ENSG00000255425,OR8G3P,6,1344
ENSG00000181214,OR8G2P,8,935
ENSG00000276316,OR8G7P,1,848
ENSG00000197849,OR8G1,7,5055
ENSG00000255298,OR8G5,5,1680
ENSG00000255116,SLC5A4P1,2,612
ENSG00000196341,OR8D1,3,8507
ENSG00000279116,OR8D2,3,936
ENSG00000254976,OR8B7P,1,919
ENSG00000255225,OR8B6P,1,880
ENSG00000255030,OR8B5P,1,910
ENSG00000290694,ENSG00000290694.1,1,1178
ENSG00000227737,OR8B1P,4,918
ENSG00000229254,OR8C1P,1,925
ENSG00000284680,OR8B2,3,1093
ENSG00000284609,OR8B3,2,2170
ENSG00000255048,OR8X1P,1,869
ENSG00000285561,ENSG00000285561.1,1,4976
ENSG00000280090,OR8B4,3,930
ENSG00000197125,OR8B8,3,3971
ENSG00000255510,OR8A2P,1,952
ENSG00000290695,ENSG00000290695.1,1,5216
ENSG00000229386,OR8B9P,4,925
ENSG00000254646,OR8B10P,1,932
ENSG00000255315,OR8A3P,1,286
ENSG00000254937,ENSG00000254937.1,1,835
ENSG00000170953,OR8B12,4,2082
ENSG00000196119,OR8A1,8,6088
ENSG00000255341,OR8Q1P,1,655
ENSG00000154143,PANX3,3,1729
ENSG00000154144,TBRG1,13,7155
ENSG00000110013,SIAE,13,8079
ENSG00000200278,RNA5SP352,1,134
ENSG00000064199,SPA17,7,5159
ENSG00000154146,NRGN,13,1213
ENSG00000255045,ENSG00000255045.1,1,445
ENSG00000019102,VSIG2,12,1447
ENSG00000149564,ESAM,12,2920
ENSG00000250073,ESAM-AS1,4,1765
ENSG00000120458,MSANTD2,13,4534
ENSG00000279342,ENSG00000279342.2,2,3579
ENSG00000254509,ENSG00000254509.1,1,433
ENSG00000245498,MSANTD2-AS1,7,10457
ENSG00000254941,ENSG00000254941.1,1,448
ENSG00000154134,ROBO3,15,6981
ENSG00000254568,ENSG00000254568.1,1,744
ENSG00000154133,ROBO4,15,6620
ENSG00000254943,ENSG00000254943.1,1,477
ENSG00000165478,HEPACAM,8,3973
ENSG00000221932,HEPN1,7,1428
ENSG00000285825,CCDC15-DT,2,2749
ENSG00000149548,CCDC15,15,4823
ENSG00000134955,SLC37A2,12,6340
ENSG00000150433,TMEM218,10,7580
ENSG00000289631,ENSG00000289631.1,1,1086
ENSG00000187686,KRT18P59,4,3338
ENSG00000255475,ENSG00000255475.1,1,593
ENSG00000254880,PKNOX2-DT,1,586
ENSG00000165495,PKNOX2,16,6538
ENSG00000259290,ENSG00000259290.1,1,455
ENSG00000254932,ENSG00000254932.2,2,645
ENSG00000222844,RNU6-321P,1,106
ENSG00000149557,FEZ1,14,9324
ENSG00000255537,ENSG00000255537.1,1,3423
ENSG00000149547,EI24,15,3491
ENSG00000222297,RNU6-1156P,1,100
ENSG00000134910,STT3A,14,7369
ENSG00000288907,ENSG00000288907.2,2,777
ENSG00000149554,CHEK1,15,5600
ENSG00000252255,RNU2-35P,1,142
ENSG00000134940,ACRV1,14,1963
ENSG00000171053,PATE1,10,2362
ENSG00000196844,PATE2,9,1666
ENSG00000236027,PATE3,3,1320
ENSG00000237353,PATE4,7,2885
ENSG00000260209,ENSG00000260209.1,1,1498
ENSG00000198331,HYLS1,11,2389
ENSG00000110060,PUS3,9,2010
ENSG00000255027,ENSG00000255027.2,2,987
ENSG00000109832,DDX25,14,11036
ENSG00000254790,ENSG00000254790.1,1,698
ENSG00000283703,VSIG10L2,3,5148
ENSG00000064309,CDON,16,19924
ENSG00000254759,NAP1L1P1,1,1063
ENSG00000261257,ENSG00000261257.1,1,1909
ENSG00000287666,ENSG00000287666.1,1,2852
ENSG00000254833,ENSG00000254833.1,1,569
ENSG00000254771,ENSG00000254771.1,1,202
ENSG00000165526,RPUSD4,9,4081
ENSG00000254694,ENSG00000254694.1,1,362
ENSG00000197798,FAM118B,9,3534
ENSG00000222067,RNU4-86P,1,219
ENSG00000240098,RN7SL351P,3,248
ENSG00000182934,SRPRA,12,4148
ENSG00000110074,FOXRED1,12,7666
ENSG00000243607,RPL35AP26,3,321
ENSG00000150455,TIRAP,15,7042
ENSG00000254905,ENSG00000254905.1,1,492
ENSG00000255062,TIRAP-AS1,2,1550
ENSG00000110063,DCPS,10,7879
ENSG00000280832,GSEC,3,3775
ENSG00000110080,ST3GAL4,20,5962
ENSG00000278215,ENSG00000278215.1,1,121
ENSG00000149571,KIRREL3,12,6595
ENSG00000257271,KIRREL3-AS1,1,586
ENSG00000254607,ENSG00000254607.3,3,529
ENSG00000254938,ENSG00000254938.1,1,566
ENSG00000279358,ENSG00000279358.1,1,2265
ENSG00000254960,KIRREL3-AS2,2,494
ENSG00000266215,MIR3167,1,85
ENSG00000255317,ENSG00000255317.1,1,462
ENSG00000218109,KIRREL3-AS3,6,1768
ENSG00000255087,ENSG00000255087.6,6,14162
ENSG00000272642,ENSG00000272642.2,2,1638
ENSG00000273409,LINC02712,3,742
ENSG00000222774,RN7SKP121,1,305
ENSG00000223315,RN7SKP279,1,298
ENSG00000254591,ENSG00000254591.1,1,310
ENSG00000254612,DNAJB6P1,2,742
ENSG00000273415,LINC02725,3,2523
ENSG00000272575,LINC02098,7,986
ENSG00000289398,ENSG00000289398.1,1,1734
ENSG00000289093,ENSG00000289093.1,1,859
ENSG00000289936,ENSG00000289936.1,1,534
ENSG00000134954,ETS1,14,7149
ENSG00000276176,MIR6090,1,60
ENSG00000254588,ETS1-AS1,1,1387
ENSG00000245008,ENSG00000245008.4,4,4479
ENSG00000288975,ENSG00000288975.1,1,1068
ENSG00000151702,FLI1,18,8026
ENSG00000254703,SENCR,4,1675
ENSG00000151704,KCNJ1,16,4637
ENSG00000255369,ENSG00000255369.1,1,344
ENSG00000120457,KCNJ5,12,6237
ENSG00000174370,KCNJ5-AS1,12,3759
ENSG00000120471,TP53AIP1,16,3445
ENSG00000134909,ARHGAP32,19,12968
ENSG00000212597,RNU6-876P,1,104
ENSG00000206847,Y_RNA_ENSG00000206847,1,114
ENSG00000199260,RNU6-874P,1,105
ENSG00000255259,ZNF123P,2,1196
ENSG00000043039,BARX2,7,3752
ENSG00000240121,RPS27P20,1,246
ENSG00000281386,ENSG00000281386.1,1,527
ENSG00000281097,LINC01395,1,982
ENSG00000287426,ENSG00000287426.1,1,1298
ENSG00000255188,ENSG00000255188.1,1,127
ENSG00000151715,TMEM45B,8,2998
ENSG00000289223,ENSG00000289223.1,1,451
ENSG00000170322,NFRKB,15,6335
ENSG00000170325,PRDM10,16,6626
ENSG00000233220,PRDM10-DT,3,1419
ENSG00000255057,ENSG00000255057.1,1,1180
ENSG00000255262,ELOBP2,3,355
ENSG00000255535,ENSG00000255535.2,2,707
ENSG00000084234,APLP2,18,7463
ENSG00000244451,RPL34P21,1,287
ENSG00000274197,U4_ENSG00000274197,1,85
ENSG00000149418,ST14,11,4116
ENSG00000196323,ZBTB44,14,11032
ENSG00000255358,NDUFAF2P2,1,510
ENSG00000255220,DDX18P5,1,1306
ENSG00000272412,RN7SL778P,2,297
ENSG00000175773,ZBTB44-DT,15,2950
ENSG00000134917,ADAMTS8,10,4141
ENSG00000166106,ADAMTS15,4,6006
ENSG00000255155,ENSG00000255155.1,1,214
ENSG00000236616,BAK1P2,3,631
ENSG00000274999,MIR8052,1,69
ENSG00000175728,LINC02873,4,3547
ENSG00000288013,ENSG00000288013.2,2,2157
ENSG00000255352,PPP1R10P1,1,1795
ENSG00000254842,LINC02551,6,2255
ENSG00000120451,SNX19,11,17308
ENSG00000255455,ENSG00000255455.2,2,3994
ENSG00000242673,RN7SL167P,3,302
ENSG00000236129,ENSG00000236129.1,1,635
ENSG00000227125,ENSG00000227125.1,1,562
ENSG00000237612,ENSG00000237612.1,1,569
ENSG00000231698,ENSG00000231698.3,3,1607
ENSG00000182667,NTM,15,6956
ENSG00000252351,RNU6ATAC12P,1,115
ENSG00000237654,ENSG00000237654.6,6,4856
ENSG00000285980,ENSG00000285980.2,2,4940
ENSG00000224795,NTM-AS1,4,5503
ENSG00000271624,ENSG00000271624.1,1,844
ENSG00000238117,ENSG00000238117.1,1,509
ENSG00000224700,ENSG00000224700.2,2,577
ENSG00000238262,NTM-IT,1,373
ENSG00000279090,ENSG00000279090.1,1,701
ENSG00000183715,OPCML,15,7628
ENSG00000283489,U6_ENSG00000283489,1,79
ENSG00000279497,ENSG00000279497.1,1,1749
ENSG00000255371,OPCML-IT2,1,398
ENSG00000279711,ENSG00000279711.1,1,3433
ENSG00000279189,ENSG00000279189.1,1,5446
ENSG00000254896,OPCML-IT1,1,2936
ENSG00000287068,ENSG00000287068.1,1,879
ENSG00000255258,LINC02743,2,975
ENSG00000166118,SPATA19,8,898
ENSG00000213153,ENSG00000213153.3,3,751
ENSG00000080854,IGSF9B,16,17862
ENSG00000284020,MIR4697,1,78
ENSG00000255406,LINC02730,3,2232
ENSG00000204241,LINC02731,9,8034
ENSG00000254648,ENSG00000254648.1,1,1130
ENSG00000166086,JAM3,13,5305
ENSG00000254481,PTP4A2P2,1,502
ENSG00000151503,NCAPD3,14,18698
ENSG00000254616,ENSG00000254616.1,1,586
ENSG00000255348,ENSG00000255348.1,1,334
ENSG00000151502,VPS26B,11,6453
ENSG00000151500,THYN1,15,2119
ENSG00000151498,ACAD8,12,7121
ENSG00000166105,GLB1L3,16,8945
ENSG00000289399,ENSG00000289399.2,2,1463
ENSG00000254442,ENSG00000254442.1,1,307
ENSG00000149328,GLB1L2,16,7166
ENSG00000109956,B3GAT1,13,11749
ENSG00000255545,B3GAT1-DT,8,8936
ENSG00000254573,ENSG00000254573.1,1,514
ENSG00000286374,ENSG00000286374.1,1,1173
ENSG00000254989,ENSG00000254989.1,1,389
ENSG00000285640,ENSG00000285640.1,1,2259
ENSG00000255344,LINC02706,2,2834
ENSG00000251226,LINC02714,2,3965
ENSG00000287251,ENSG00000287251.1,1,2322
ENSG00000255327,LINC02697,1,762
ENSG00000279046,ENSG00000279046.1,1,1117
ENSG00000285735,LINC02717,2,3745
ENSG00000255512,LINC02684,2,2022
ENSG00000256263,DDX11L8,1,366
ENSG00000226210,WASH8P,3,1817
ENSG00000249054,FAM138D,2,1289
ENSG00000120645,IQSEC3,12,7679
ENSG00000256948,ENSG00000256948.1,1,586
ENSG00000249695,ENSG00000249695.6,6,5439
ENSG00000256694,ENSG00000256694.1,1,1101
ENSG00000256540,IQSEC3-AS1,2,1184
ENSG00000111181,SLC6A12,13,5317
ENSG00000255671,ENSG00000255671.1,1,315
ENSG00000256577,SLC6A12-AS1,2,765
ENSG00000010379,SLC6A13,16,4243
ENSG00000255746,ENSG00000255746.1,1,503
ENSG00000261799,ENSG00000261799.1,1,3170
ENSG00000290285,ENSG00000290285.1,1,1719
ENSG00000073614,KDM5A,13,12029
ENSG00000120647,CCDC77,10,3550
ENSG00000139044,B4GALNT3,12,7292
ENSG00000171840,NINJ2,13,1858
ENSG00000256020,ENSG00000256020.3,3,632
ENSG00000238370,RNU7-103P,1,60
ENSG00000255825,ENSG00000255825.1,1,389
ENSG00000177406,NINJ2-AS1,5,4356
ENSG00000256672,LINC02455,1,496
ENSG00000060237,WNK1,19,17280
ENSG00000221439,RNU4ATAC16P,1,126
ENSG00000285704,ENSG00000285704.1,1,1161
ENSG00000002016,RAD52,18,4503
ENSG00000250132,ENSG00000250132.6,6,3669
ENSG00000082805,ERC1,21,15826
ENSG00000275811,HTR1DP1,1,888
ENSG00000249028,ENSG00000249028.2,2,2088
ENSG00000267285,ENSG00000267285.1,1,574
ENSG00000249628,LINC00942,3,2210
ENSG00000111186,WNT5B,13,4240
ENSG00000171823,FBXL14,7,2703
ENSG00000289832,ENSG00000289832.1,1,833
ENSG00000266043,MIR3649,1,66
ENSG00000006831,ADIPOR2,10,5831
ENSG00000271500,ENSG00000271500.1,1,1979
ENSG00000285627,ENSG00000285627.1,1,3470
ENSG00000243663,RPS4XP14,1,781
ENSG00000151062,CACNA2D4,15,7463
ENSG00000287698,ENSG00000287698.1,1,687
ENSG00000166159,LRTM2,11,4278
ENSG00000256706,ENSG00000256706.2,2,1353
ENSG00000235049,LINC00940,1,2350
ENSG00000151065,DCP1B,14,4610
ENSG00000151067,CACNA1C,23,25552
ENSG00000203593,ENSG00000203593.3,3,629
ENSG00000256837,CACNA1C-IT1,1,687
ENSG00000278255,ENSG00000278255.1,1,459
ENSG00000256025,CACNA1C-AS4,2,1787
ENSG00000256721,CACNA1C-IT3,1,622
ENSG00000285555,ENSG00000285555.1,1,1546
ENSG00000285734,ENSG00000285734.1,1,3191
ENSG00000256769,CACNA1C-AS3,1,444
ENSG00000203648,ENSG00000203648.3,3,732
ENSG00000256271,CACNA1C-AS2,1,609
ENSG00000246627,CACNA1C-AS1,6,2639
ENSG00000256150,ITFG2-AS1_ENSG00000256150,2,1537
ENSG00000283587,ENSG00000283587.1,1,651
ENSG00000274659,LINC02371,4,3922
ENSG00000256902,IQSEC3P1,1,536
ENSG00000255669,ENSG00000255669.2,2,1023
ENSG00000224438,RPL23AP14,3,468
ENSG00000256030,CBX3P4,1,653
ENSG00000004478,FKBP4,8,5163
ENSG00000258325,ITFG2-AS1_ENSG00000258325,2,761
ENSG00000258092,ENSG00000258092.1,1,287
ENSG00000111203,ITFG2,13,6255
ENSG00000288984,ENSG00000288984.1,1,1345
ENSG00000053702,NRIP2,15,2814
ENSG00000283297,TEX52,2,1116
ENSG00000111206,FOXM1,13,4919
ENSG00000171792,RHNO1,11,2644
ENSG00000078246,TULP3,17,3179
ENSG00000278356,ENSG00000278356.1,1,456
ENSG00000252996,RNU6-1315P,1,99
ENSG00000197905,TEAD4,10,2275
ENSG00000250899,ENSG00000250899.3,3,3514
ENSG00000289980,ENSG00000289980.1,1,477
ENSG00000234589,RPL13AP24,4,614
ENSG00000011105,TSPAN9,14,6905
ENSG00000278469,Metazoa_SRP_ENSG00000278469,1,287
ENSG00000256197,TSPAN9-IT1,1,562
ENSG00000275850,ENSG00000275850.1,1,2400
ENSG00000227081,RPS27P3,5,255
ENSG00000291189,ENSG00000291189.1,1,10261
ENSG00000250770,ENSG00000250770.6,6,725
ENSG00000287712,ENSG00000287712.1,1,1256
ENSG00000236908,LINC02827,2,3004
ENSG00000257048,LINC02417,1,515
ENSG00000111218,PRMT8,12,6677
ENSG00000290204,ENSG00000290204.1,1,795
ENSG00000256691,ENSG00000256691.1,1,530
ENSG00000243507,ENSG00000243507.1,1,347
ENSG00000287243,THCAT155,2,6521
ENSG00000130038,CRACR2A,10,12466
ENSG00000280202,ENSG00000280202.1,1,1697
ENSG00000222338,RNU6-174P,1,106
ENSG00000283138,ENSG00000283138.1,1,713
ENSG00000111224,PARP11,14,6200
ENSG00000118976,OTUD4P1,5,3067
ENSG00000256862,PARP11-AS1,5,1918
ENSG00000288729,ENSG00000288729.2,2,1186
ENSG00000256969,ENSG00000256969.2,2,1054
ENSG00000256356,HSPA8P5,1,2069
ENSG00000242444,ENSG00000242444.3,3,865
ENSG00000289105,ENSG00000289105.1,1,389
ENSG00000255920,CCND2-AS1,4,4397
ENSG00000118971,CCND2,9,7988
ENSG00000285901,ENSG00000285901.2,2,3435
ENSG00000290063,ENSG00000290063.1,1,194
ENSG00000078237,TIGAR,7,9444
ENSG00000213970,ENSG00000213970.4,4,992
ENSG00000118972,FGF23,3,4713
ENSG00000111241,FGF6,3,1411
ENSG00000047621,C12orf4,12,4932
ENSG00000111247,RAD51AP1,15,2557
ENSG00000010219,DYRK4,14,7050
ENSG00000256748,ENSG00000256748.1,1,1430
ENSG00000272921,ENSG00000272921.1,1,818
ENSG00000111254,AKAP3,8,3672
ENSG00000256799,ENSG00000256799.1,1,631
ENSG00000256381,ENSG00000256381.1,1,572
ENSG00000139180,NDUFA9,11,10391
ENSG00000255639,ENSG00000255639.3,3,3961
ENSG00000255474,GAU1,1,1249
ENSG00000130035,GALNT8,9,4431
ENSG00000256988,ENSG00000256988.2,2,4154
ENSG00000151079,KCNA6,8,3985
ENSG00000255608,ENSG00000255608.1,1,560
ENSG00000286866,ENSG00000286866.1,1,1419
ENSG00000287835,ENSG00000287835.1,1,1869
ENSG00000256654,ENSG00000256654.4,4,9655
ENSG00000111262,KCNA1,6,7985
ENSG00000284513,ENSG00000284513.1,1,1696
ENSG00000255996,ENSG00000255996.1,1,554
ENSG00000130037,KCNA5,5,2910
ENSG00000285523,ENSG00000285523.1,1,2908
ENSG00000256115,LINC02443,6,4367
ENSG00000256417,ENSG00000256417.1,1,1604
ENSG00000256146,ENSG00000256146.1,1,3387
ENSG00000256218,ENSG00000256218.1,1,1727
ENSG00000255983,ENSG00000255983.1,1,1405
ENSG00000185652,NTF3,12,2923
ENSG00000047617,ANO2,17,6064
ENSG00000255973,ENSG00000255973.1,1,289
ENSG00000110799,VWF,14,10387
ENSG00000240533,RN7SL69P,3,272
ENSG00000255775,ENSG00000255775.1,1,653
ENSG00000010278,CD9,15,5829
ENSG00000202318,Y_RNA_ENSG00000202318,1,111
ENSG00000256103,ATP5MFP5,2,258
ENSG00000008323,PLEKHG6,16,4316
ENSG00000067182,TNFRSF1A,9,4205
ENSG00000265388,RN7SL391P,2,284
ENSG00000111319,SCNN1A,13,5876
ENSG00000111321,LTBR,11,6151
ENSG00000256433,ENSG00000256433.3,3,1841
ENSG00000213942,RPL31P10,3,377
ENSG00000224906,SRP14P1,3,355
ENSG00000215039,CD27-AS1,9,3457
ENSG00000139193,CD27,4,1322
ENSG00000139192,TAPBPL,12,3188
ENSG00000139190,VAMP1,17,3270
ENSG00000276718,VAMP1-AS1,1,599
ENSG00000256913,ENSG00000256913.1,1,2494
ENSG00000111639,MRPL51,8,1388
ENSG00000010292,NCAPD2,13,6470
ENSG00000239002,SCARNA10,3,330
ENSG00000276232,ENSG00000276232.1,1,248
ENSG00000255966,GAPDH-DT,1,477
ENSG00000111640,GAPDH,15,2396
ENSG00000269968,ENSG00000269968.1,1,422
ENSG00000010295,IFFO1,20,4945
ENSG00000245667,ENSG00000245667.2,2,560
ENSG00000111641,NOP2,13,4687
ENSG00000285238,ENSG00000285238.2,2,8514
ENSG00000111642,CHD4,16,12713
ENSG00000247853,ENSG00000247853.2,2,2196
ENSG00000251898,SCARNA11,1,136
ENSG00000184574,LPAR5,10,2771
ENSG00000111644,ACRBP,8,2816
ENSG00000111653,ING4,20,2709
ENSG00000219410,ENSG00000219410.6,6,2399
ENSG00000126746,ZNF384,19,5181
ENSG00000289303,ENSG00000289303.2,2,432
ENSG00000139200,PIANP,14,3282
ENSG00000252186,RNU6-781P,1,101
ENSG00000270068,ENSG00000270068.1,1,455
ENSG00000288814,ENSG00000288814.1,1,294
ENSG00000111652,COPS7A,10,2840
ENSG00000269892,ENSG00000269892.1,1,657
ENSG00000089693,MLF2,11,3367
ENSG00000159335,PTMS,19,1706
ENSG00000089692,LAG3,9,3056
ENSG00000244532,RN7SL380P,1,308
ENSG00000010610,CD4,10,4557
ENSG00000250510,GPR162,8,3216
ENSG00000110811,P3H3,20,4600
ENSG00000111664,GNB3,11,3437
ENSG00000111665,CDCA3,12,4879
ENSG00000111667,USP5,14,3718
ENSG00000111669,TPI1,15,2700
ENSG00000111671,SPSB2,10,2452
ENSG00000240370,RPL13P5,6,1783
ENSG00000010626,LRRC23,15,3052
ENSG00000290712,DSTNP2_ENSG00000290712,1,1105
ENSG00000248593,DSTNP2_ENSG00000248593,4,515
ENSG00000275703,ENSG00000275703.1,1,461
ENSG00000111674,ENO2,9,4281
ENSG00000111676,ATN1,15,5116
ENSG00000111678,C12orf57,11,1806
ENSG00000272173,ENSG00000272173.2,2,1123
ENSG00000238923,RNU7-1,1,63
ENSG00000111679,PTPN6,17,5009
ENSG00000257084,MIR200CHG,2,370
ENSG00000207713,MIR200C,3,68
ENSG00000207708,MIR141,1,95
ENSG00000271969,ENSG00000271969.1,1,434
ENSG00000215021,PHB2,10,4226
ENSG00000238795,SCARNA12,1,270
ENSG00000126749,EMG1,17,5575
ENSG00000290146,ENSG00000290146.1,1,1292
ENSG00000111684,LPCAT3,11,4693
ENSG00000182326,C1S,17,8295
ENSG00000239701,ENSG00000239701.1,1,291
ENSG00000257078,ENSG00000257078.1,1,486
ENSG00000159403,C1R,18,5803
ENSG00000139178,C1RL,12,4979
ENSG00000205885,C1RL-AS1,8,6143
ENSG00000139194,RBP5,8,3027
ENSG00000200345,RNU6-485P,2,107
ENSG00000256967,ENSG00000256967.1,1,1179
ENSG00000139182,CLSTN3,15,6730
ENSG00000285770,ENSG00000285770.1,1,724
ENSG00000255572,ENSG00000255572.1,1,651
ENSG00000139197,PEX5,11,5488
ENSG00000256480,ENSG00000256480.1,1,238
ENSG00000215009,ACSM4,6,2684
ENSG00000177675,CD163L1,9,5658
ENSG00000255836,ENSG00000255836.1,1,1211
ENSG00000177575,CD163,13,5815
ENSG00000290059,ENSG00000290059.1,1,1485
ENSG00000235868,GAPDHP31,3,1014
ENSG00000256331,NIFKP3,1,865
ENSG00000255977,ENSG00000255977.1,1,498
ENSG00000284327,ENSG00000284327.1,1,389
ENSG00000284591,ENSG00000284591.1,1,543
ENSG00000284522,ENSG00000284522.1,1,384
ENSG00000285142,ENSG00000285142.1,1,714
ENSG00000111701,APOBEC1,7,894
ENSG00000184344,GDF3,4,1236
ENSG00000187569,DPPA3,3,1100
ENSG00000198178,CLEC4C,11,1566
ENSG00000205857,NANOGNB,2,996
ENSG00000201549,Y_RNA_ENSG00000201549,1,109
ENSG00000111704,NANOG,11,5392
ENSG00000199912,Y_RNA_ENSG00000199912,1,107
ENSG00000173262,SLC2A14,12,5575
ENSG00000287713,ENSG00000287713.1,1,1448
ENSG00000201663,Y_RNA_ENSG00000201663,1,102
ENSG00000278459,Metazoa_SRP_ENSG00000278459,1,303
ENSG00000241828,ENSG00000241828.2,2,328
ENSG00000255885,ENSG00000255885.1,1,519
ENSG00000290484,ENSG00000290484.1,1,1982
ENSG00000176654,NANOGP1,13,915
ENSG00000255356,ENSG00000255356.2,2,349
ENSG00000059804,SLC2A3,17,7252
ENSG00000288043,ENSG00000288043.1,1,1088
ENSG00000206636,Y_RNA_ENSG00000206636,1,102
ENSG00000240739,ENSG00000240739.1,1,315
ENSG00000255964,HSPD1P12,1,1069
ENSG00000255581,ENSG00000255581.1,1,660
ENSG00000065970,FOXJ2,9,6297
ENSG00000171860,C3AR1,5,3491
ENSG00000089818,NECAP1,18,8785
ENSG00000279865,ENSG00000279865.1,1,1783
ENSG00000284697,ENSG00000284697.1,1,2208
ENSG00000111729,CLEC4A,15,1296
ENSG00000235602,POU5F1P3,5,1078
ENSG00000284393,ENSG00000284393.1,1,496
ENSG00000256171,GCSHP4,1,439
ENSG00000196946,ZNF705A,11,3647
ENSG00000226711,FAM66C,9,6973
ENSG00000244050,DEFB109F,3,277
ENSG00000290939,ENSG00000290939.1,1,509
ENSG00000276417,ENSG00000276417.1,1,1414
ENSG00000275367,ENSG00000275367.1,1,3358
ENSG00000171847,FAM90A1,11,2538
ENSG00000254016,ALG1L10P,3,430
ENSG00000164845,FAM86FP,17,969
ENSG00000290940,ENSG00000290940.1,1,829
ENSG00000215241,LINC02449,4,2561
ENSG00000286895,ENSG00000286895.1,1,1090
ENSG00000256589,ENPP7P5,2,1031
ENSG00000286504,ENSG00000286504.1,1,3266
ENSG00000226091,LINC00937,7,5663
ENSG00000256552,ENSG00000256552.3,3,780
ENSG00000256101,ENSG00000256101.5,5,851
ENSG00000277952,ENSG00000277952.1,1,216
ENSG00000242661,RPS3AP43,1,781
